State,District,Crop,Season,Area,Production,Yield
Andhra Pradesh,Krishna,Tur,Kharif,0,0,735
Andhra Pradesh,Krishna,Tur,Total,0,0,735
Andhra Pradesh,Krishna,Gram,Rabi,0,0,1692
Andhra Pradesh,Krishna,Gram,Total,0,0,1692
Andhra Pradesh,Krishna,Urad,Kharif,0.02,0.02,1368
Andhra Pradesh,Krishna,Urad,Rabi,1.17,2.04,1742
Andhra Pradesh,Krishna,Urad,Total,1.18,2.06,1737
Andhra Pradesh,Krishna,Moong,Rabi,0.03,0.04,1310
Andhra Pradesh,Krishna,Moong,Total,0.03,0.04,1310
Andhra Pradesh,Krishna,Other Pulses,Kharif,0,0,437
Andhra Pradesh,Krishna,Other Pulses,Rabi,0,0,745
Andhra Pradesh,Krishna,Other Pulses,Total,0,0,660
Andhra Pradesh,Krishna,Total Pulses,Total,1.22,2.1,1725
Andhra Pradesh,Krishna,Total Food Grains,Kharif,1.55,5.87,3779
Andhra Pradesh,Krishna,Total Food Grains,Rabi,1.32,2.83,2137
Andhra Pradesh,Krishna,Total Food Grains,Total,2.87,8.69,3024
Andhra Pradesh,Kurnool,Rice,Kharif,0.14,0.48,3526
Andhra Pradesh,Kurnool,Rice,Rabi,0.04,0.11,3178
Andhra Pradesh,Kurnool,Rice,Total,0.17,0.59,3454
Andhra Pradesh,Kurnool,Maize,Kharif,0.05,0.22,4503
Andhra Pradesh,Kurnool,Maize,Rabi,0.07,0.44,6332
Andhra Pradesh,Kurnool,Maize,Total,0.12,0.66,5573
Andhra Pradesh,Kurnool,Jowar,Kharif,0,0,1332
Andhra Pradesh,Kurnool,Jowar,Rabi,0.12,0.15,1299
Andhra Pradesh,Kurnool,Jowar,Total,0.12,0.16,1300
Andhra Pradesh,Kurnool,Bajra,Kharif,0.06,0.15,2351
Andhra Pradesh,Kurnool,Bajra,Summer,0,0.01,2215
Andhra Pradesh,Kurnool,Bajra,Total,0.07,0.16,2343
Andhra Pradesh,Kurnool,Small Millets,Kharif,0.1,0.09,866
Andhra Pradesh,Kurnool,Small Millets,Total,0.1,0.09,866
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Kharif,0.16,0.24,1437
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Rabi,0.12,0.15,1299
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Summer,0,0.01,2215
Andhra Pradesh,Kurnool,Shree Anna /Nutri Cereals,Total,0.29,0.4,1392
Andhra Pradesh,Kurnool,Nutri/Coarse Cereals,Kharif,0.21,0.46,2142
Andhra Pradesh,Kurnool,Nutri/Coarse Cereals,Rabi,0.19,0.59,3162
Andhra Pradesh,Kurnool,Nutri/Coarse Cereals,Summer,0,0.01,2215
Andhra Pradesh,Kurnool,Nutri/Coarse Cereals,Total,0.4,1.06,2614
Andhra Pradesh,Kurnool,Cereals,Kharif,0.35,0.93,2680
Andhra Pradesh,Kurnool,Cereals,Rabi,0.22,0.7,3164
Andhra Pradesh,Kurnool,Cereals,Summer,0,0.01,2215
Andhra Pradesh,Kurnool,Cereals,Total,0.57,1.64,2864
Andhra Pradesh,Kurnool,Tur,Kharif,0.64,0.37,575
Andhra Pradesh,Kurnool,Tur,Total,0.64,0.37,575
Andhra Pradesh,Kurnool,Gram,Rabi,0.43,0.45,1034
Andhra Pradesh,Kurnool,Gram,Total,0.43,0.45,1034
Andhra Pradesh,Kurnool,Urad,Kharif,0,0,771
Andhra Pradesh,Kurnool,Urad,Rabi,0.01,0.01,1462
Andhra Pradesh,Kurnool,Urad,Total,0.01,0.02,1338
Andhra Pradesh,Kurnool,Moong,Kharif,0,0,457
Andhra Pradesh,Kurnool,Moong,Rabi,0,0,668
Andhra Pradesh,Kurnool,Moong,Total,0,0,549
Andhra Pradesh,Kurnool,Other Pulses,Kharif,0,0,437
Andhra Pradesh,Kurnool,Other Pulses,Rabi,0,0,764
Andhra Pradesh,Kurnool,Other Pulses,Total,0,0,753
Andhra Pradesh,Kurnool,Total Pulses,Total,1.09,0.83,765
Andhra Pradesh,Kurnool,Total Food Grains,Kharif,0.99,1.3,1313
Andhra Pradesh,Kurnool,Total Food Grains,Rabi,0.66,1.16,1751
Andhra Pradesh,Kurnool,Total Food Grains,Summer,0,0.01,2215
Andhra Pradesh,Kurnool,Total Food Grains,Total,1.66,2.48,1491
Andhra Pradesh,Nandyal,Rice,Kharif,0.67,2.76,4105
Andhra Pradesh,Nandyal,Rice,Rabi,0.4,1.63,4026
Andhra Pradesh,Nandyal,Rice,Total,1.08,4.39,4076
Andhra Pradesh,Nandyal,Maize,Kharif,0.55,2.47,4521
Andhra Pradesh,Nandyal,Maize,Rabi,0.16,0.88,5621
Andhra Pradesh,Nandyal,Maize,Total,0.7,3.35,4767
Andhra Pradesh,Nandyal,Jowar,Kharif,0,0,1489
Andhra Pradesh,Nandyal,Jowar,Rabi,0.29,0.8,2777
Andhra Pradesh,Nandyal,Jowar,Total,0.29,0.81,2767
Andhra Pradesh,Nandyal,Bajra,Kharif,0.05,0.11,2429
Andhra Pradesh,Nandyal,Bajra,Summer,0.01,0.02,2215
Andhra Pradesh,Nandyal,Bajra,Total,0.06,0.13,2396
Andhra Pradesh,Nandyal,Small Millets,Kharif,0.04,0.04,1150
Andhra Pradesh,Nandyal,Small Millets,Total,0.04,0.04,1150
Andhra Pradesh,Nandyal,Shree Anna /Nutri Cereals,Kharif,0.09,0.16,1859
Andhra Pradesh,Nandyal,Shree Anna /Nutri Cereals,Rabi,0.29,0.8,2777
Andhra Pradesh,Nandyal,Shree Anna /Nutri Cereals,Summer,0.01,0.02,2215
Andhra Pradesh,Nandyal,Shree Anna /Nutri Cereals,Total,0.38,0.98,2558
Andhra Pradesh,Nandyal,Nutri/Coarse Cereals,Kharif,0.63,2.63,4157
Andhra Pradesh,Nandyal,Nutri/Coarse Cereals,Rabi,0.45,1.69,3778
Andhra Pradesh,Nandyal,Nutri/Coarse Cereals,Summer,0.01,0.02,2215
Andhra Pradesh,Nandyal,Nutri/Coarse Cereals,Total,1.09,4.33,3986
Andhra Pradesh,Nandyal,Cereals,Kharif,1.31,5.39,4131
Andhra Pradesh,Nandyal,Cereals,Rabi,0.85,3.32,3896
Andhra Pradesh,Nandyal,Cereals,Summer,0.01,0.02,2215
Andhra Pradesh,Nandyal,Cereals,Total,2.17,8.73,4031
Andhra Pradesh,Nandyal,Tur,Kharif,0.48,0.33,693
Andhra Pradesh,Nandyal,Tur,Total,0.48,0.33,693
Andhra Pradesh,Nandyal,Gram,Rabi,0.54,0.55,1029
Andhra Pradesh,Nandyal,Gram,Total,0.54,0.55,1029
Andhra Pradesh,Nandyal,Urad,Kharif,0.11,0.11,1012
Andhra Pradesh,Nandyal,Urad,Rabi,0.21,0.27,1253
Andhra Pradesh,Nandyal,Urad,Total,0.32,0.38,1172
Andhra Pradesh,Nandyal,Moong,Kharif,0,0,918
Andhra Pradesh,Nandyal,Moong,Rabi,0,0,1034
Andhra Pradesh,Nandyal,Moong,Total,0,0,982
Andhra Pradesh,Nandyal,Other Pulses,Kharif,0,0,437
Andhra Pradesh,Nandyal,Other Pulses,Rabi,0,0,633
Andhra Pradesh,Nandyal,Other Pulses,Total,0,0,611
Andhra Pradesh,Nandyal,Total Pulses,Total,1.34,1.27,944
Andhra Pradesh,Nandyal,Total Food Grains,Kharif,1.89,5.83,3081
Andhra Pradesh,Nandyal,Total Food Grains,Rabi,1.61,4.14,2579
Andhra Pradesh,Nandyal,Total Food Grains,Summer,0.01,0.02,2215
Andhra Pradesh,Nandyal,Total Food Grains,Total,3.51,10,2849
Andhra Pradesh,Ntr,Rice,Kharif,0.47,1.54,3310
Andhra Pradesh,Ntr,Rice,Rabi,0.2,0.87,4233
Andhra Pradesh,Ntr,Rice,Total,0.67,2.41,3592
Andhra Pradesh,Ntr,Maize,Kharif,0.04,0.18,4085
Andhra Pradesh,Ntr,Maize,Rabi,0.08,0.58,6842
Andhra Pradesh,Ntr,Maize,Total,0.13,0.76,5898
Andhra Pradesh,Ntr,Jowar,Kharif,0,0,437
Andhra Pradesh,Ntr,Jowar,Rabi,0,0.01,3394
Andhra Pradesh,Ntr,Jowar,Total,0,0.01,3386
Andhra Pradesh,Ntr,Shree Anna /Nutri Cereals,Kharif,0,0,437
Andhra Pradesh,Ntr,Shree Anna /Nutri Cereals,Rabi,0,0.01,3394
Andhra Pradesh,Ntr,Shree Anna /Nutri Cereals,Total,0,0.01,3386
Andhra Pradesh,Ntr,Nutri/Coarse Cereals,Kharif,0.04,0.18,4084
Andhra Pradesh,Ntr,Nutri/Coarse Cereals,Rabi,0.09,0.6,6674
Andhra Pradesh,Ntr,Nutri/Coarse Cereals,Total,0.13,0.78,5816
Andhra Pradesh,Ntr,Cereals,Kharif,0.51,1.72,3377
Andhra Pradesh,Ntr,Cereals,Rabi,0.29,1.46,4973
Andhra Pradesh,Ntr,Cereals,Total,0.8,3.19,3961
Andhra Pradesh,Ntr,Tur,Kharif,0.01,0.01,1084
Andhra Pradesh,Ntr,Tur,Total,0.01,0.01,1084
Andhra Pradesh,Ntr,Gram,Rabi,0.04,0.08,2033
Andhra Pradesh,Ntr,Gram,Total,0.04,0.08,2033
Andhra Pradesh,Ntr,Urad,Kharif,0.03,0.02,669
Andhra Pradesh,Ntr,Urad,Rabi,0,0.01,1142
Andhra Pradesh,Ntr,Urad,Total,0.04,0.03,727
Andhra Pradesh,Ntr,Moong,Kharif,0.04,0.02,451
Andhra Pradesh,Ntr,Moong,Rabi,0,0,965
Andhra Pradesh,Ntr,Moong,Total,0.05,0.02,468
Andhra Pradesh,Ntr,Other Pulses,Kharif,0,0,900
Andhra Pradesh,Ntr,Other Pulses,Rabi,0,0,979
Andhra Pradesh,Ntr,Other Pulses,Total,0,0,972
Andhra Pradesh,Ntr,Total Pulses,Total,0.13,0.13,1051
Andhra Pradesh,Ntr,Total Food Grains,Kharif,0.59,1.77,2987
Andhra Pradesh,Ntr,Total Food Grains,Rabi,0.34,1.55,4562
Andhra Pradesh,Ntr,Total Food Grains,Total,0.93,3.32,3560
Andhra Pradesh,Palnadu,Rice,Kharif,0.35,1.37,3926
Andhra Pradesh,Palnadu,Rice,Rabi,0.21,0.81,3880
Andhra Pradesh,Palnadu,Rice,Total,0.56,2.18,3909
Andhra Pradesh,Palnadu,Maize,Kharif,0.01,0.03,4194
Andhra Pradesh,Palnadu,Maize,Rabi,0.16,1.12,6906
Andhra Pradesh,Palnadu,Maize,Total,0.17,1.15,6780
Andhra Pradesh,Palnadu,Jowar,Kharif,0,0,437
Andhra Pradesh,Palnadu,Jowar,Rabi,0,0,1739
Andhra Pradesh,Palnadu,Jowar,Total,0,0,1289
Andhra Pradesh,Palnadu,Bajra,Kharif,0,0,2551
Andhra Pradesh,Palnadu,Bajra,Total,0,0,2551
Andhra Pradesh,Palnadu,Small Millets,Kharif,0,0,1591
Andhra Pradesh,Palnadu,Small Millets,Total,0,0,1591
Andhra Pradesh,Palnadu,Shree Anna /Nutri Cereals,Kharif,0,0,1664
Andhra Pradesh,Palnadu,Shree Anna /Nutri Cereals,Rabi,0,0,1739
Andhra Pradesh,Palnadu,Shree Anna /Nutri Cereals,Total,0,0,1668
Andhra Pradesh,Palnadu,Nutri/Coarse Cereals,Kharif,0.01,0.04,3685
Andhra Pradesh,Palnadu,Nutri/Coarse Cereals,Rabi,0.16,1.12,6902
Andhra Pradesh,Palnadu,Nutri/Coarse Cereals,Total,0.17,1.15,6718
Andhra Pradesh,Palnadu,Cereals,Kharif,0.36,1.4,3920
Andhra Pradesh,Palnadu,Cereals,Rabi,0.37,1.93,5199
Andhra Pradesh,Palnadu,Cereals,Total,0.73,3.33,4571
Andhra Pradesh,Palnadu,Tur,Kharif,0.31,0.39,1266
Andhra Pradesh,Palnadu,Tur,Total,0.31,0.39,1266
Andhra Pradesh,Palnadu,Gram,Rabi,0.08,0.18,2132
Andhra Pradesh,Palnadu,Gram,Total,0.08,0.18,2132
Andhra Pradesh,Palnadu,Urad,Kharif,0.01,0.01,1204
Andhra Pradesh,Palnadu,Urad,Rabi,0.01,0.01,1336
Andhra Pradesh,Palnadu,Urad,Total,0.01,0.02,1287
Andhra Pradesh,Palnadu,Moong,Kharif,0,0,451
Andhra Pradesh,Palnadu,Moong,Rabi,0,0,1256
Andhra Pradesh,Palnadu,Moong,Total,0,0,1046
Andhra Pradesh,Palnadu,Other Pulses,Rabi,0,0,1047
Andhra Pradesh,Palnadu,Other Pulses,Total,0,0,1047
Andhra Pradesh,Palnadu,Total Pulses,Total,0.41,0.59,1444
Andhra Pradesh,Palnadu,Total Food Grains,Kharif,0.67,1.8,2681
Andhra Pradesh,Palnadu,Total Food Grains,Rabi,0.46,2.12,4556
Andhra Pradesh,Palnadu,Total Food Grains,Total,1.13,3.91,3449
Andhra Pradesh,Parvathipuram Manyam,Rice,Kharif,0.72,2.45,3390
Andhra Pradesh,Parvathipuram Manyam,Rice,Rabi,0.02,0.06,3627
Andhra Pradesh,Parvathipuram Manyam,Rice,Total,0.74,2.51,3396
Andhra Pradesh,Parvathipuram Manyam,Maize,Kharif,0.05,0.21,4132
Andhra Pradesh,Parvathipuram Manyam,Maize,Rabi,0.05,0.35,6729
Andhra Pradesh,Parvathipuram Manyam,Maize,Total,0.1,0.56,5438
Andhra Pradesh,Parvathipuram Manyam,Jowar,Kharif,0,0,437
Andhra Pradesh,Parvathipuram Manyam,Jowar,Rabi,0,0,6690
Andhra Pradesh,Parvathipuram Manyam,Jowar,Total,0,0,878
Andhra Pradesh,Parvathipuram Manyam,Bajra,Kharif,0,0,2551
Andhra Pradesh,Parvathipuram Manyam,Bajra,Total,0,0,2551
Andhra Pradesh,Parvathipuram Manyam,Ragi,Kharif,0.01,0.01,1209
Andhra Pradesh,Parvathipuram Manyam,Ragi,Total,0.01,0.01,1209
Andhra Pradesh,Parvathipuram Manyam,Small Millets,Kharif,0,0,744
Andhra Pradesh,Parvathipuram Manyam,Small Millets,Total,0,0,744
Andhra Pradesh,Parvathipuram Manyam,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,1039
Andhra Pradesh,Parvathipuram Manyam,Shree Anna /Nutri Cereals,Rabi,0,0,6690
Andhra Pradesh,Parvathipuram Manyam,Shree Anna /Nutri Cereals,Total,0.01,0.01,1080
Andhra Pradesh,Parvathipuram Manyam,Nutri/Coarse Cereals,Kharif,0.06,0.22,3591
Andhra Pradesh,Parvathipuram Manyam,Nutri/Coarse Cereals,Rabi,0.05,0.35,6729
Andhra Pradesh,Parvathipuram Manyam,Nutri/Coarse Cereals,Total,0.11,0.58,5020
Andhra Pradesh,Parvathipuram Manyam,Cereals,Kharif,0.78,2.67,3406
Andhra Pradesh,Parvathipuram Manyam,Cereals,Rabi,0.07,0.41,5960
Andhra Pradesh,Parvathipuram Manyam,Cereals,Total,0.85,3.08,3614
Andhra Pradesh,Parvathipuram Manyam,Tur,Kharif,0,0,508
Andhra Pradesh,Parvathipuram Manyam,Tur,Total,0,0,508
Andhra Pradesh,Parvathipuram Manyam,Gram,Rabi,0,0,1692
Andhra Pradesh,Parvathipuram Manyam,Gram,Total,0,0,1692
Andhra Pradesh,Parvathipuram Manyam,Urad,Kharif,0,0,990
Andhra Pradesh,Parvathipuram Manyam,Urad,Rabi,0.05,0.03,619
Andhra Pradesh,Parvathipuram Manyam,Urad,Total,0.05,0.03,625
Andhra Pradesh,Parvathipuram Manyam,Moong,Kharif,0,0,451
Andhra Pradesh,Parvathipuram Manyam,Moong,Rabi,0.02,0.01,702
Andhra Pradesh,Parvathipuram Manyam,Moong,Total,0.02,0.01,701
Andhra Pradesh,Parvathipuram Manyam,Other Pulses,Rabi,0,0,745
Andhra Pradesh,Parvathipuram Manyam,Other Pulses,Total,0,0,745
Andhra Pradesh,Parvathipuram Manyam,Total Pulses,Total,0.08,0.05,650
Andhra Pradesh,Parvathipuram Manyam,Total Food Grains,Kharif,0.79,2.67,3399
Andhra Pradesh,Parvathipuram Manyam,Total Food Grains,Rabi,0.15,0.46,3158
Andhra Pradesh,Parvathipuram Manyam,Total Food Grains,Total,0.93,3.14,3361
Andhra Pradesh,Prakasam,Rice,Kharif,0.1,0.31,3278
Andhra Pradesh,Prakasam,Rice,Rabi,0.14,0.46,3370
Andhra Pradesh,Prakasam,Rice,Total,0.23,0.77,3332
Andhra Pradesh,Prakasam,Maize,Kharif,0.04,0.16,4127
Andhra Pradesh,Prakasam,Maize,Rabi,0.06,0.27,4267
Andhra Pradesh,Prakasam,Maize,Total,0.1,0.43,4213
Andhra Pradesh,Prakasam,Jowar,Kharif,0,0,437
Andhra Pradesh,Prakasam,Jowar,Rabi,0.03,0.06,2410
Andhra Pradesh,Prakasam,Jowar,Total,0.03,0.06,2329
Andhra Pradesh,Prakasam,Bajra,Kharif,0.06,0.18,2718
Andhra Pradesh,Prakasam,Bajra,Summer,0,0,2551
Andhra Pradesh,Prakasam,Bajra,Total,0.07,0.18,2715
Andhra Pradesh,Prakasam,Ragi,Kharif,0,0,1524
Andhra Pradesh,Prakasam,Ragi,Total,0,0,1524
Andhra Pradesh,Prakasam,Small Millets,Kharif,0.03,0.03,953
Andhra Pradesh,Prakasam,Small Millets,Total,0.03,0.03,953
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Kharif,0.1,0.21,2103
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Rabi,0.03,0.06,2410
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Summer,0,0,2551
Andhra Pradesh,Prakasam,Shree Anna /Nutri Cereals,Total,0.13,0.27,2171
Andhra Pradesh,Prakasam,Nutri/Coarse Cereals,Kharif,0.14,0.37,2675
Andhra Pradesh,Prakasam,Nutri/Coarse Cereals,Rabi,0.09,0.33,3730
Andhra Pradesh,Prakasam,Nutri/Coarse Cereals,Summer,0,0,2551
Andhra Pradesh,Prakasam,Nutri/Coarse Cereals,Total,0.23,0.71,3085
Andhra Pradesh,Prakasam,Cereals,Kharif,0.23,0.68,2921
Andhra Pradesh,Prakasam,Cereals,Rabi,0.22,0.79,3513
Andhra Pradesh,Prakasam,Cereals,Summer,0,0,2551
Andhra Pradesh,Prakasam,Cereals,Total,0.46,1.48,3209
Andhra Pradesh,Prakasam,Tur,Kharif,0.72,0.36,504
Andhra Pradesh,Prakasam,Tur,Total,0.72,0.36,504
Andhra Pradesh,Prakasam,Gram,Rabi,0.25,0.31,1229
Andhra Pradesh,Prakasam,Gram,Total,0.25,0.31,1229
Andhra Pradesh,Prakasam,Urad,Kharif,0.01,0,707
Andhra Pradesh,Prakasam,Urad,Rabi,0.12,0.05,441
Andhra Pradesh,Prakasam,Urad,Total,0.13,0.06,452
Andhra Pradesh,Prakasam,Moong,Kharif,0,0,451
Andhra Pradesh,Prakasam,Moong,Rabi,0,0,558
Andhra Pradesh,Prakasam,Moong,Total,0,0,492
Andhra Pradesh,Prakasam,Other Pulses,Kharif,0,0,503
Andhra Pradesh,Prakasam,Other Pulses,Rabi,0.08,0.08,1037
Andhra Pradesh,Prakasam,Other Pulses,Total,0.08,0.08,1030
Andhra Pradesh,Prakasam,Total Pulses,Total,1.18,0.81,688
Andhra Pradesh,Prakasam,Total Food Grains,Kharif,0.96,1.05,1094
Andhra Pradesh,Prakasam,Total Food Grains,Rabi,0.68,1.23,1823
Andhra Pradesh,Prakasam,Total Food Grains,Summer,0,0,2551
Andhra Pradesh,Prakasam,Total Food Grains,Total,1.64,2.28,1396
Andhra Pradesh,Spsr Nellore,Rice,Kharif,0.16,0.56,3612
Andhra Pradesh,Spsr Nellore,Rice,Rabi,1.25,5.3,4229
Andhra Pradesh,Spsr Nellore,Rice,Total,1.41,5.87,4161
Andhra Pradesh,Spsr Nellore,Maize,Kharif,0,0.02,4586
Andhra Pradesh,Spsr Nellore,Maize,Rabi,0.01,0.04,6106
Andhra Pradesh,Spsr Nellore,Maize,Total,0.01,0.05,5594
Andhra Pradesh,Spsr Nellore,Jowar,Rabi,0,0.02,3635
Andhra Pradesh,Spsr Nellore,Jowar,Total,0,0.02,3635
Andhra Pradesh,Spsr Nellore,Bajra,Kharif,0.01,0.02,2551
Andhra Pradesh,Spsr Nellore,Bajra,Summer,0,0,2551
Andhra Pradesh,Spsr Nellore,Bajra,Total,0.01,0.03,2551
Andhra Pradesh,Spsr Nellore,Ragi,Kharif,0,0,1610
Andhra Pradesh,Spsr Nellore,Ragi,Total,0,0,1610
Andhra Pradesh,Spsr Nellore,Small Millets,Kharif,0,0,881
Andhra Pradesh,Spsr Nellore,Small Millets,Total,0,0,881
Andhra Pradesh,Spsr Nellore,Shree Anna /Nutri Cereals,Kharif,0.01,0.02,2504
Andhra Pradesh,Spsr Nellore,Shree Anna /Nutri Cereals,Rabi,0,0.02,3635
Andhra Pradesh,Spsr Nellore,Shree Anna /Nutri Cereals,Summer,0,0,2551
Andhra Pradesh,Spsr Nellore,Shree Anna /Nutri Cereals,Total,0.02,0.05,2846
Andhra Pradesh,Spsr Nellore,Nutri/Coarse Cereals,Kharif,0.01,0.04,3033
Andhra Pradesh,Spsr Nellore,Nutri/Coarse Cereals,Rabi,0.01,0.06,5055
Andhra Pradesh,Spsr Nellore,Nutri/Coarse Cereals,Summer,0,0,2551
Andhra Pradesh,Spsr Nellore,Nutri/Coarse Cereals,Total,0.03,0.1,3885
Andhra Pradesh,Spsr Nellore,Cereals,Kharif,0.17,0.6,3568
Andhra Pradesh,Spsr Nellore,Cereals,Rabi,1.27,5.36,4236
Andhra Pradesh,Spsr Nellore,Cereals,Summer,0,0,2551
Andhra Pradesh,Spsr Nellore,Cereals,Total,1.44,5.97,4156
Andhra Pradesh,Spsr Nellore,Tur,Kharif,0.01,0.01,735
Andhra Pradesh,Spsr Nellore,Tur,Total,0.01,0.01,735
Andhra Pradesh,Spsr Nellore,Gram,Rabi,0.04,0.05,1454
Andhra Pradesh,Spsr Nellore,Gram,Total,0.04,0.05,1454
Andhra Pradesh,Spsr Nellore,Urad,Kharif,0,0,990
Andhra Pradesh,Spsr Nellore,Urad,Rabi,0.04,0.03,700
Andhra Pradesh,Spsr Nellore,Urad,Total,0.04,0.03,711
Andhra Pradesh,Spsr Nellore,Moong,Kharif,0,0,451
Andhra Pradesh,Spsr Nellore,Moong,Rabi,0,0,576
Andhra Pradesh,Spsr Nellore,Moong,Total,0,0,559
Andhra Pradesh,Spsr Nellore,Other Pulses,Rabi,0,0.01,1123
Andhra Pradesh,Spsr Nellore,Other Pulses,Total,0,0.01,1123
Andhra Pradesh,Spsr Nellore,Total Pulses,Total,0.09,0.1,1019
Andhra Pradesh,Spsr Nellore,Total Food Grains,Kharif,0.18,0.61,3405
Andhra Pradesh,Spsr Nellore,Total Food Grains,Rabi,1.35,5.45,4039
Andhra Pradesh,Spsr Nellore,Total Food Grains,Summer,0,0,2551
Andhra Pradesh,Spsr Nellore,Total Food Grains,Total,1.53,6.06,3963
Andhra Pradesh,Sri Sathya Sai,Rice,Kharif,0.09,0.32,3432
Andhra Pradesh,Sri Sathya Sai,Rice,Rabi,0.03,0.1,3597
Andhra Pradesh,Sri Sathya Sai,Rice,Total,0.12,0.42,3470
Andhra Pradesh,Sri Sathya Sai,Maize,Kharif,0.23,0.89,3842
Andhra Pradesh,Sri Sathya Sai,Maize,Rabi,0.04,0.19,5395
Andhra Pradesh,Sri Sathya Sai,Maize,Total,0.27,1.08,4047
Andhra Pradesh,Sri Sathya Sai,Jowar,Kharif,0.01,0,164
Andhra Pradesh,Sri Sathya Sai,Jowar,Rabi,0,0,2108
Andhra Pradesh,Sri Sathya Sai,Jowar,Total,0.01,0,263
Andhra Pradesh,Sri Sathya Sai,Bajra,Kharif,0.01,0.02,1442
Andhra Pradesh,Sri Sathya Sai,Bajra,Total,0.01,0.02,1442
Andhra Pradesh,Sri Sathya Sai,Ragi,Kharif,0.04,0.06,1561
Andhra Pradesh,Sri Sathya Sai,Ragi,Total,0.04,0.06,1561
Andhra Pradesh,Sri Sathya Sai,Small Millets,Kharif,0,0,501
Andhra Pradesh,Sri Sathya Sai,Small Millets,Total,0,0,501
Andhra Pradesh,Sri Sathya Sai,Shree Anna /Nutri Cereals,Kharif,0.06,0.08,1279
Andhra Pradesh,Sri Sathya Sai,Shree Anna /Nutri Cereals,Rabi,0,0,2108
Andhra Pradesh,Sri Sathya Sai,Shree Anna /Nutri Cereals,Total,0.06,0.08,1285
Andhra Pradesh,Sri Sathya Sai,Nutri/Coarse Cereals,Kharif,0.29,0.97,3304
Andhra Pradesh,Sri Sathya Sai,Nutri/Coarse Cereals,Rabi,0.04,0.19,5354
Andhra Pradesh,Sri Sathya Sai,Nutri/Coarse Cereals,Total,0.33,1.16,3526
Andhra Pradesh,Sri Sathya Sai,Cereals,Kharif,0.39,1.29,3335
Andhra Pradesh,Sri Sathya Sai,Cereals,Rabi,0.06,0.29,4583
Andhra Pradesh,Sri Sathya Sai,Cereals,Total,0.45,1.58,3511
Andhra Pradesh,Sri Sathya Sai,Tur,Kharif,0.38,0.08,225
Andhra Pradesh,Sri Sathya Sai,Tur,Total,0.38,0.08,225
Andhra Pradesh,Sri Sathya Sai,Gram,Rabi,0.01,0.01,816
Andhra Pradesh,Sri Sathya Sai,Gram,Total,0.01,0.01,816
Andhra Pradesh,Sri Sathya Sai,Urad,Kharif,0,0,771
Andhra Pradesh,Sri Sathya Sai,Urad,Rabi,0,0,865
Andhra Pradesh,Sri Sathya Sai,Urad,Total,0,0,790
Andhra Pradesh,Sri Sathya Sai,Moong,Kharif,0,0,457
Andhra Pradesh,Sri Sathya Sai,Moong,Rabi,0,0,668
Andhra Pradesh,Sri Sathya Sai,Moong,Total,0,0,536
Andhra Pradesh,Sri Sathya Sai,Other Pulses,Kharif,0.03,0.02,507
Andhra Pradesh,Sri Sathya Sai,Other Pulses,Rabi,0.11,0.05,426
Andhra Pradesh,Sri Sathya Sai,Other Pulses,Total,0.14,0.06,444
Andhra Pradesh,Sri Sathya Sai,Total Pulses,Total,0.53,0.16,299
Andhra Pradesh,Sri Sathya Sai,Total Food Grains,Kharif,0.8,1.39,1749
Andhra Pradesh,Sri Sathya Sai,Total Food Grains,Rabi,0.19,0.35,1879
Andhra Pradesh,Sri Sathya Sai,Total Food Grains,Total,0.98,1.74,1774
Andhra Pradesh,Srikakulam,Rice,Kharif,1.47,4.75,3234
Andhra Pradesh,Srikakulam,Rice,Rabi,0.05,0.19,3551
Andhra Pradesh,Srikakulam,Rice,Total,1.52,4.94,3245
Andhra Pradesh,Srikakulam,Maize,Kharif,0.08,0.4,4886
Andhra Pradesh,Srikakulam,Maize,Rabi,0.16,1.26,7970
Andhra Pradesh,Srikakulam,Maize,Total,0.24,1.66,6913
Andhra Pradesh,Srikakulam,Bajra,Kharif,0,0,2551
Andhra Pradesh,Srikakulam,Bajra,Total,0,0,2551
Andhra Pradesh,Srikakulam,Ragi,Kharif,0.01,0.03,2178
Andhra Pradesh,Srikakulam,Ragi,Total,0.01,0.03,2178
Andhra Pradesh,Srikakulam,Shree Anna /Nutri Cereals,Kharif,0.01,0.03,2179
Andhra Pradesh,Srikakulam,Shree Anna /Nutri Cereals,Total,0.01,0.03,2179
Andhra Pradesh,Srikakulam,Nutri/Coarse Cereals,Kharif,0.1,0.43,4472
Andhra Pradesh,Srikakulam,Nutri/Coarse Cereals,Rabi,0.16,1.26,7970
Andhra Pradesh,Srikakulam,Nutri/Coarse Cereals,Total,0.25,1.69,6637
Andhra Pradesh,Srikakulam,Cereals,Kharif,1.57,5.18,3311
Andhra Pradesh,Srikakulam,Cereals,Rabi,0.21,1.44,6863
Andhra Pradesh,Srikakulam,Cereals,Total,1.78,6.63,3732
Andhra Pradesh,Srikakulam,Tur,Kharif,0,0,735
Andhra Pradesh,Srikakulam,Tur,Total,0,0,735
